,reviewerID,asin,reviewText,Category,unixReviewTime,overall,sentiment,Clean_Reviews,textblob_polarity,textblob_sentiment,afin_polarity,afin_sentiment,vader_sentiment
433,A2TSIH13TRZHF1,B001GXRQW0,"U.S.P.S delivery tracking claims that my gift card was delivered, but I never got it. This appears to be the first item ever stolen from my mailbox in 7 1/2 years. I suspect that Amazon puts ""Amazon.com"" as the return address, thereby alerting EVERYONE that it contains a gift card, which of couse ANYONE can use.

The upshot is that I'm out the $25.00 I paid to Amazon, and Amazon provides no way for me to even inform them that the gift card was stolen/lost.
My recommendation: Don't buy Amazon gift cards. They are sitting ducks.
Instead, give a check or some other type of gift card for that you buy in person.",Giftcard,2010-12-18,1,negative,usps delivery tracking claims gift card delivered but never got appears first item ever stolen mailbox years suspect puts amazoncom return address thereby alerting everyone contains gift card couse anyone upshot im paid provides no way even inform gift card stolenlost recommendation dont gift cards sitting ducks instead give check type gift card person,0.25,positive,6.0,positive,positive
434,A2L1IZ13WTKHT3,B001GXRQW0,"I ordered Amazon gift cards for several coworkers, and they all were very appreciative when receiving these cards.
The good news:  In addition to being practical gifts, the transaction was very easy.  I ordered the physical gift cards online, and although the website indicated free shipping with 24-hour delivery, I was skeptical.  Yet even placing the order at 3:00 in the afternoon, the cards arrived in the mail the following day.
The bad news: The website allows you to enter text for the greeting card, and even reminds you to enter the names of the recipient and sender.  I entered the text, but omitted the names of the recipients and my name because I was ordering them in bulk, and wanted to personally sign the card.  First surprise was that when the cards arrived, they were in individual SEALED envelopes, so I couldn't sign the card.  I later found out from the recipients that the text I submitted to be included in the greeting card was completely omitted.  So, if you want to personalize the card, it may be best to use the option to print the card yourself.",Giftcard,2010-12-16,4,positive,ordered gift cards several coworkers appreciative receiving cards good news addition practical gifts transaction easy ordered physical gift cards online although website indicated free shipping hour delivery skeptical yet even placing order afternoon cards mail following day bad news website allows enter text greeting card even reminds enter names recipient sender entered text but omitted names recipients name ordering bulk wanted personally sign card first surprise cards individual sealed envelopes couldnt sign card later found recipients text submitted included greeting card completely omitted want personalize card may best option print card,0.15222222222222223,positive,10.0,positive,positive
435,A12UC87U5NUT0W,B001GXRQW0,"I've been giving these as gifts for years to all of my clients, friends and family. Probably bought about 50 gift cards over the last few years. Nobody every had any issues activating or using them.",Giftcard,2010-12-12,5,positive,ive giving gifts years clients friends family probably bought gift cards last years nobody every issues activating using,0.0,negative,2.0,positive,positive
436,A18YIFPC2FQW3K,B001GXRQW0,"Be very careful with all of your Amazon gift card purchases!  Amazon is not up front in letting you know the card will not cover ALL of their merchants.  If a merchant falls into a certain category the card will not cover the purchase-even if you are directed to the merchant.  ALSO, I attempted to purchase an ITOUCH as a gift and in the promotion, I was given a $25 Amazon gift card.  I attempted to make the purchase with a $200 gift card I had previously purchased from Amazon.  Since the promotion forced me to take the $25 gift card, I was not allowed to use my $200 gift card for the purchase.  I was not aware of this until they billed my credit card company.  After 3 hours on the phone with people I had difficulty understanding, I was forced to send back the ITOUCH I originally purchased, turn in the $25 gift card and repurchase the ITOUCH with my $200 gift card.  I should also mention that when I repurchased the ITOUCH the price went up.  In short, the Amazon gift cards are only good for limited purchases and I will not be using them in the future.",Giftcard,2010-12-11,1,negative,careful gift card purchases not front letting know card not cover merchants merchant falls certain category card not cover purchaseeven directed merchant also attempted purchase itouch gift promotion given gift card attempted make purchase gift card previously purchased since promotion forced take gift card not allowed gift card purchase not aware billed credit card company hours phone people difficulty understanding forced send back itouch originally purchased turn gift card repurchase itouch gift card also mention repurchased itouch price went short gift cards good limited purchases not using future,0.018849206349206334,negative,21.0,positive,positive
437,APNKT85R8V794,B001GXRQW0,"It's my first time using this, so I'm a bit nervous, but prompts seem clear.
It was not difficult to do.",Giftcard,2010-12-06,4,positive,first time using im bit nervous but prompts seem clear not difficult,0.20000000000000004,positive,-2.0,negative,positive
438,A120UVFLVCM6T5,B001GXRQW0,I could not cancel this order when I realized that I did not chose the right payment method and I tried to cancel this immediately. It is awful.,Giftcard,2010-12-02,1,negative,could not cancel order realized not chose right payment method tried cancel immediately awful,-0.35714285714285715,negative,-5.0,negative,negative
439,AKHCXBBEHR2JE,B001GXRQW0,"I enjoy my Amazon gift cards, but it seemed to take forever to arrive. Its much easier to head to my local Walgreens and buy them there.",Giftcard,2010-11-29,4,positive,enjoy gift cards but seemed take forever much easier head local walgreens,0.20000000000000004,positive,4.0,positive,positive
440,A3D3EQTM4R3JUX,B001GXRQW0,"Nothing wrong with the gift card, just the delivery. It took over two weeks to arrive and had to make one trip to the post office to try to find out where it was. Postal service is better than that, but the method of tracking delayed it greatly. Never again!",Giftcard,2010-11-23,1,negative,nothing wrong gift card delivery took two weeks make one trip post office try find postal service better but method tracking delayed greatly never,-0.13333333333333333,negative,1.0,positive,negative
441,A2HV727D6V7XMY,B001GXRQW0,"Not as Amazon promised, I didn't get additional reward for purchase the card. Amazon promoted for 5% back. But it didn't happen.",Giftcard,2010-11-23,2,negative,not promised didnt get additional reward purchase card promoted back but didnt happen,0.0,negative,4.0,positive,negative
442,A103EAJLIGRB3W,B001GXRQW0,I have never received it.  Very unhappy.  It is suppose to be a birthday gift.  It is still a little early.  The post office maybe backed up.,Giftcard,2010-11-20,1,negative,never received unhappy suppose birthday gift still little early post office maybe backed,-0.22916666666666666,negative,1.0,positive,positive
443,A17ILG2SVOEO0J,B001GXRQW0,I purchase an Amazon gift card for my grandson because he lives far away and it's easier to send instead of packages. Then he can buy whatever he wants on Amazon.,Giftcard,2010-11-16,5,positive,purchase gift card grandson lives far away easier send instead packages whatever wants,0.15000000000000002,positive,2.0,positive,positive
444,A3QA6XBGETZ1U6,B001GXRQW0,"I ordered the gift card for my daughter's birthday.  They tried to deliver it but as she was at work and not home, they returned the card to Amazon.  It is her birthday and I am trying to track down her gift...  They did not inform me that someone would have to be there to take delivery.  They did not leave instruction for the recipient that a delivery was attempted.  They did not inform me the card had been returned.  I had to contact Amazon customer service as even the tracking information made it look like it had been delivered (last entry was ""arrival scan"").  I will never order another Amazon gift card.  If they had simply mailed it, she would have her gift.",Giftcard,2010-11-14,1,negative,ordered gift card daughters birthday tried deliver but work not home returned card birthday trying track gift not inform someone would take delivery not leave instruction recipient delivery attempted not inform card returned contact customer service even tracking information made look delivered last entry arrival scan never order another gift card simply mailed would gift,0.0,negative,7.0,positive,positive
445,ADOLOA3LK3FWO,B001GXRQW0,Can't go wrong with an Amazon gift card!  I would have gotten one of the specialized cards but needed it in a few days for a coworkers going away to another position gift.,Giftcard,2010-11-11,5,positive,cant go wrong gift card would gotten one specialized cards but needed days coworkers going away another position gift,-0.5,negative,2.0,positive,negative
446,A29NKRYJN6PZ6I,B001GXRQW0,"The person who received an Amazon Gift Card from me had just purchased a Kindle.  With the Gift Card, he was able to load up his new Kindle with books he wanted to read, instead of ones I thought he might want to read.  The Amazon Gift Card arrived at my home right away, and it was as easy for the person who received it to use as it was for me to buy.",Giftcard,2010-11-02,5,positive,person received gift card purchased kindle gift card able load new kindle books wanted read instead ones thought might want read gift card home right away easy person received,0.33885281385281385,positive,8.0,positive,positive
447,A3IHGEUMXKT7SM,B001GXRQW0,Easy gift to send overseas for our son in the Army.  He can order books for his Kindle we gave him last Christmas.,Giftcard,2010-10-31,5,positive,easy gift send overseas son army order books kindle gave last christmas,0.21666666666666667,positive,3.0,positive,positive
448,A3LDTWYRYIXASE,B001GXRQW0,"First of a I am very pleased at how easy it was to purchase this gift card. Next I was completely happy at how fast it arrived, and it was easy to apply card to my amazon account for me to make future purchases.",Giftcard,2010-10-29,5,positive,first pleased easy purchase gift card next completely happy fast easy apply card account make future purchases,0.3270833333333334,positive,10.0,positive,positive
449,A2EVPMIAUIB9CG,B001GXRQW0,"Never can go wrong with an Amazon gift card as a gift for relatives, friends or clients!",Giftcard,2010-10-20,5,positive,never go wrong gift card gift relatives friends clients,-0.5,negative,2.0,positive,negative
450,AR7IV8R7OMM1G,B001GXRQW0,"I ordered a gift certificate for my son's birthday from one of your vendors, however something went awry.  My son's birthday came and went and your vendor never responded to me at all.  I ordered a gift certificate from you ON his birthday and within a short time he received it.  How much better can you get than that!  Thank you so very much.  You saved the day.",Giftcard,2010-10-17,5,positive,ordered gift certificate sons birthday one vendors however something went awry sons birthday came went vendor never responded ordered gift certificate birthday within short time received much better get thank much saved day,0.2333333333333333,positive,10.0,positive,positive
451,A9ANJN371WY7S,B001GXRQW0,"Got this gift card with laptop purchase from amazon. I had this card for a month, before using it to buy another merchandise from amazon. No issues while doing the transaction for a purchase :)",Giftcard,2010-10-14,5,positive,got gift card laptop purchase card month using another merchandise no issues transaction purchase,0.0,negative,1.0,positive,negative
452,A2CFAEAMPMPDBR,B001GXRQW0,"Amazon are a bunch of theives. They make charges to your credit card and never give you the items that you have requested and not refunding you for the charges because of their policies. I would never do business with them again!!! They have ignore my emails to resolve this matter and I am going to do whatever it takes that no one else has to go through what I have gone through!

Do not use them!! Do not purchase anything from them!! Do not give them your personal information or you will be very sorry that you did!!!

Signed,
A very disgruntled customer!!!

Lany",Giftcard,2010-10-06,1,negative,bunch theives make charges credit card never give items requested not refunding charges policies would never business ignore emails resolve matter going whatever takes no one else go gone not not purchase anything not give personal information sorry signed disgruntled customer lany,-0.25,negative,-4.0,negative,negative
453,ALRSV9UU8OBI9,B001GXRQW0,Used this within twenty minutes of receiving it to purchase a new blu ray player!!,Giftcard,2010-10-03,5,positive,within twenty minutes receiving purchase new blu ray player,0.13636363636363635,positive,0.0,negative,negative
454,A1NE7YPQ8MV4KR,B001GXRQW0,It's just a dang gift card. I bought it for a gift. Guess it went over well I did not hear anything bad about it. It's kinda hard to screw up Placing a gift card into a birthday card and let the person buy something from you idoits.,Giftcard,2010-10-03,4,positive,dang gift card bought gift guess went well not hear anything bad kinda hard screw placing gift card birthday card let person something idoits,-0.49583333333333324,negative,2.0,positive,positive
455,A2VI7VUKO8Y92T,B001GXRQW0,"I bougt an amazon.com gift card for a friend living in Europe.

He was unable to use it on amazon.co.uk, meaning he has to place the order on amazon.com and pay additional importing fees.",Giftcard,2010-10-03,1,negative,bougt amazoncom gift card friend living europe unable amazoncouk meaning place order amazoncom pay additional importing fees,-0.5,negative,0.0,negative,positive
456,A3E9G8SS6I5HVF,B001GXRQW0,I need to cancel this orden because i need a email gift card not a fisical gift card.. somebody can help me'?,Giftcard,2010-10-02,1,negative,need cancel orden need email gift card not fisical gift card somebody help,0.0,negative,5.0,positive,positive
457,A3AC4N1CFQO63L,B001GXRQW0,"Easy to buy, delivered in a nice package, and easy to redeem. All of my friends now have the Kindle - these cards will make quick work of holiday shopping and help each of them build their digital libraries.",Giftcard,2010-09-28,5,positive,easy delivered nice package easy redeem friends kindle cards make quick work holiday shopping help build digital libraries,0.36,positive,7.0,positive,positive
458,A26NLHY9ZS053Y,B001GXRQW0,"In the age of computer tech.......
Why bother with a ""card"" - just email the recipient! Much faster and more efficient and cost effective.",Giftcard,2010-09-27,2,negative,age computer tech bother card email recipient much faster efficient cost effective,0.4,positive,0.0,negative,positive
459,A2WBDI6Q98AK7X,B001GXRQW0,"Well, everyone loves an Amazon gift card, but I sent it as an email and I'm not sure if the person got it.  How can I be sure?  I didn't want to come right out and say, hey, did you get that gift card I sent you?  Isn't that another way?  Otherwise, THANKS!",Giftcard,2010-09-27,3,positive,well everyone loves gift card but sent email im not sure person got sure didnt want come right say hey get gift card sent isnt another way otherwise thanks,0.18392857142857144,positive,10.0,positive,positive
460,AWOBSBBLO0C8P,B001GXRQW0,the card worked fine once i was able to add it to my kindle acct. it's not very intuitive at all thought. but once you are able to add it...it works the way any other card would.,Giftcard,2010-09-20,3,positive,card worked fine able add kindle acct not intuitive thought but able add itit works way card would,0.47222222222222227,positive,2.0,positive,negative
461,AJU1HQWCM13Y8,B001GXRQW0,"What more can be said?

This gift card performed flawlessly.

Thank you Amazon.",Giftcard,2010-09-18,5,positive,said gift card performed flawlessly thank,1.0,positive,6.0,positive,positive
462,AHCOUUQZ7DS91,B001GXRQW0,"I purchased a gift card, and accidently entered the wrong shipping address.  I noticed the error immediately however, the website would not let me change the address.  WITHIN SECONDS I NOTICED THE ERROR!  However when I tried to correct it, your website said something to the affect that there were technical difficulties and check back later.  Well I checked back later, only to find out that now I can't change the shipping address because its already shipped.  Nice.  Real nice.",Giftcard,2010-09-06,1,negative,purchased gift card accidently entered wrong shipping address noticed error immediately however website would not let change address within seconds noticed error however tried correct website said something affect technical difficulties check back later well checked back later find cant change shipping address already shipped nice real nice,0.12499999999999999,positive,2.0,positive,negative
463,A28136NDHZHRIA,B001GXRQW0,excellent gift to send abroad when you can't think what to send. Fast and easy!,Giftcard,2010-08-30,5,positive,excellent gift send abroad cant think send fast easy,0.5444444444444444,positive,6.0,positive,positive
464,AUCKHOFN1SLG6,B001GXRQW0,Not much I can say about a gift card except it arrived in record time.,Giftcard,2010-08-29,5,positive,not much say gift card except record time,-0.1,negative,2.0,positive,negative
465,AP2WXE6LLNN5Q,B001GXRQW0,"I was expecting this gift card to be plastic (like a normal gift card).  Instead, it is just a piece of thick paper.",Giftcard,2010-08-28,2,negative,expecting gift card plastic normal gift card instead piece thick paper,-0.07500000000000002,negative,4.0,positive,positive
466,A1UG37FS1Y5IH6,B001GXRQW0,"Well, its free to send, So thats good, and amazon.com as a TON of stuff...so I recommend it!",Giftcard,2010-08-19,5,positive,well free send thats good amazoncom ton stuffso recommend,0.55,positive,6.0,positive,positive
467,A3P2CSMNZUAL5B,B001GXRQW0,I thought the promotion was I get a free $75 gift card with the purchase of the hp dv4 laptop! Why was my account charged!!! A refund is requested.,Giftcard,2010-08-19,1,negative,thought promotion get free gift card purchase hp dv4 laptop account charged refund requested,0.4,positive,0.0,negative,positive
468,A2MI4U9L5EO5VE,B001GXRQW0,"a perfect gift...the 12 year old recipient was quite excited to receive his gift certificate, as he loves to shop on Amazon.  Last year, I gave him a gift certificate to a clothing store, which he wanted, but this year, he much preferred Amazon certificates.  And so so easy to buy on line.  Always great service at Amazon.  I wish someone would give me an Amazon gift certificate!",Giftcard,2010-08-18,5,positive,perfect giftthe year old recipient quite excited receive gift certificate loves shop last year gave gift certificate clothing store wanted but year much preferred certificates easy line always great service wish someone would give gift certificate,0.41547619047619044,positive,20.0,positive,positive
469,A3JTY15QHQW6W8,B001GXRQW0,"I bought this gift card as a gift for a friend with the intent for them to use it on their new Kindle. For such great marketing wizzes that Amazon.com are, they don't have any specialized gift cards that say Kindle, or Happy Anniversary and such (at the time of this review writing).

However, the gift card came with a very nice card and envelope for you if you don't have one for this gift.  Also, the thin cardboard packaging was very discrete.  It arrived a little later than promised so I thought someone stole it after seeing an envelope from Amazon Gift Cards or something.  But this guy is just like any other package.",Giftcard,2010-08-18,4,positive,bought gift card gift friend intent new kindle great marketing wizzes amazoncom dont specialized gift cards say kindle happy anniversary time review writing however gift card came nice card envelope dont one gift also thin cardboard packaging discrete little later promised thought someone stole seeing envelope gift cards something but guy package,0.24983766233766236,positive,21.0,positive,positive
470,A1B4UDM01WZLGK,B001GXRQW0,This is great. I got my gift cards fast through the email. I highly recommend this way for any gift cards through Amazon.,Giftcard,2010-08-14,5,positive,great got gift cards fast email highly recommend way gift cards,0.38666666666666666,positive,9.0,positive,positive
471,AN74K3BMTHIXP,B001GXRQW0,I thought I was buying iTune gift cards and was really disappointed to find out that they weren't.,Giftcard,2010-08-06,1,negative,thought buying itune gift cards really disappointed find werent,-0.75,negative,0.0,negative,negative
472,A1WYR0V0WTBIG,B001GXRQW0,"Its like cash but its plastic with numbers on it Amazon deciphers and turns into dollar signs. What will they think of next amazing, they should do this with our bank accounts that would be ohhhhhhhhhh. Kidding though it was cool to get a gift card with a purchase from Amazon, I used it almost the second I got it and hey it was free money cha ching. Thanks Amazon!!!!!!",Giftcard,2010-08-05,5,positive,cash but plastic numbers deciphers turns signs think next amazing bank accounts would ohhhhhhhhhh kidding though cool get gift card purchase almost second got hey free money cha ching thanks,0.25833333333333336,positive,10.0,positive,positive
473,AKZT4PHX18EP7,B001GXRQW0,Amazon Gift Card.  Easy shopping.  Card was received quickly & nice packaging for giving as a gift.  This was given to someone who was also getting a Kindle.,Giftcard,2010-08-03,5,positive,gift card easy shopping card received quickly nice packaging giving gift given someone also getting kindle,0.5166666666666666,positive,8.0,positive,positive
474,A1FD5XWITFHT6V,B001GXRQW0,"Amazon gift cards are so easy to ""ship"" and definitely appreciated by the receiver.

Highly recommend these!",Giftcard,2010-07-29,5,positive,gift cards easy ship definitely appreciated receiver highly recommend,0.2644444444444444,positive,7.0,positive,positive
475,A3BVWGJ6RB2BIC,B001GXRQW0,Product took 2 weeks to arrive. How ridiculous it was just a gift card. Will NEVER order an Amazon gift card again.,Giftcard,2010-07-20,1,negative,took weeks ridiculous gift card never order gift card,-0.3333333333333333,negative,1.0,positive,positive
476,A5BP6KJMJEW7J,B001GXRQW0,"Well there is only so much you can say about gift cards but despite this I have to say I love getting them. Shaving a little extra of your purchase is always fun right? Even if its only a few dollars to cover taxes or shipping.

This one I got through the purchase of another item that had a promotion going at the time. I used it to buy the new Humanoid City LIVE CD/DVD combo pack by Tokio Hotel. So I was able to buy it and ship it for free and still have a little extra.

It came through the mail and uploaded just fine. I have no complaints.",Giftcard,2010-07-20,5,positive,well much say gift cards but despite say love getting shaving little extra purchase always fun right even dollars cover taxes shipping one got purchase another item promotion going time new humanoid city live cddvd combo pack tokio hotel able ship free still little extra came mail uploaded fine no complaints,0.19231601731601727,positive,9.0,positive,positive
477,A3GXVRH7QE1GPN,B001GXRQW0,"After reading all the reviews, it's obvious most if not all purchased gift cards are worthless.  Amazon said they can't help me.  The cards are from another company and I have to contact them.  There's absolutely no information on the card of any help.  I just donated $15 to some unknown company.  Obviously I do not recommend Amazon gift cards.",Giftcard,2010-07-20,1,negative,reading reviews obvious not purchased gift cards worthless said cant help cards another company contact theres absolutely no information card help donated unknown company obviously not recommend gift cards,-0.2,negative,9.0,positive,negative
478,A2QM4DNKL12BV,B001GXRQW0,"If you look at amazon's policy on gift cards, they know that these are being stolen before they are ever shipped. And don't care.
I order a physical card for a Christmas gift. It was not in the package, and absolutely no way to get a replacement or refund.  If you get a gift card from amazon make it electronic that you can print out immediately or expect to lose your money :(",Giftcard,2010-07-15,1,negative,look amazons policy gift cards know stolen ever shipped dont care order physical card christmas gift not package absolutely no way get replacement refund get gift card make electronic print immediately expect lose money,-0.05,negative,5.0,positive,negative
479,A27SEZAXF00S0X,B001GXRQW0,This is a great gift to give someone when you're not sure what to get....they have so much to choose from.,Giftcard,2010-07-14,5,positive,great gift give someone youre not sure getthey much choose,0.25,positive,5.0,positive,positive
480,A1PUA39ABKOYVS,B001GXRQW0,Not much to review. It is simply a gift card. It arrived in the time indicated.,Giftcard,2010-07-12,3,positive,not much review simply gift card time indicated,-0.05,negative,2.0,positive,positive
481,A2Q9TGGU0FNSD,B001GXRQW0,"How does one rate a gift card? LOL
I must say, it was free shipping with next delivery and that happened so, here is a five star rating from me.",Giftcard,2010-07-11,5,positive,one rate gift card lol must say free shipping next delivery happened five star rating,0.4000000000000001,positive,6.0,positive,positive
482,A1YIWOQFLCFT4,B001GXRQW0,"I purchased a gift card from Amazon for the first time to give to my brother, who lives in a different state than I, for his birthday.  I love gift cards and give them for wedding gifts, etc. but never have purchased one from Amazon before.  It arrived very quickly, which was wonderful since I had to mail it on before his birthday.  It turned out to be the perfect gift.  My brother had seen something at Amazon he wanted to buy but didn't have the whole amount in his budget.  My gift enabled him to get what he wanted as a ""birthday present"" to himself (kind of).  Thanks for making these available and, as always, for the quick delivery.",Giftcard,2010-07-10,5,positive,purchased gift card first time give brother lives different state birthday love gift cards give wedding gifts etc but never purchased one quickly wonderful since mail birthday turned perfect gift brother seen something wanted but didnt whole amount budget gift enabled get wanted birthday present kind thanks making available always quick delivery,0.4075757575757576,positive,22.0,positive,positive
483,A3TG3A6L2F4MAM,B001GXRQW0,WELL WHEN YOU GET THIS FOR FREE WHEN BUYING A 3D TV YOU CAN'T HATE IT.,Giftcard,2010-07-04,5,positive,well get free buying 3d tv cant hate,-0.2,negative,-2.0,negative,positive
484,A13KX1KUKYS81K,B001GXRQW0,"I purchased this gift card as a birthday gift for a friend. She was heading oversees for an extended trip - loves her Kindle.
She was elated to receive the gift and loaded up on ""books"" for her time away - possibly in areas without internet connection.

One cannot go ""wrong"" in gifting someone with an Amazon gift card!",Giftcard,2010-06-29,5,positive,purchased gift card birthday gift friend heading oversees extended trip loves kindle elated receive gift loaded books time away possibly areas without internet connection one not go wrong gifting someone gift card,-0.25,negative,13.0,positive,positive
485,A31OFPO2N0TPQ2,B001GXRQW0,"I received four $50 gift cards as a present.  Two of the four cards did not work, and Amazon would not refund or replace them.  I otherwise love Amazon, but this experience was annoying and pathetic.

If you plan on giving a gift, make it a check or cash.  Otherwise you run the risk of a total loss!",Giftcard,2010-06-29,1,negative,received four gift cards present two four cards not work would not refund replace otherwise love but experience annoying pathetic plan giving gift make check cash otherwise run risk total loss,-0.26,negative,-2.0,negative,negative
486,A18PI3X5SCVTRS,B001GXRQW0,"Received the card as promised - once again, you live up to your  name, Amazon.  Thanks!",Giftcard,2010-06-25,4,positive,received card promised live name thanks,0.16818181818181818,positive,3.0,positive,positive
487,A3TQYFYPYMFZVP,B001GXRQW0,"I am only disappointed in the check-out process not the card. I clicked on an IKEA card and was a little disapointed that I couldn't buy 2 $50 cards.... they just offered $25 cards, not the end of the world so I thought I would just buy 4. When I got to the checkout screen it showed other denominations so I chose the $50 one. It MAY have been clear to someone else that they were now buying an Amozon card rather than an Ikea card but I didn't notice. SO I got the wrong cards and because I procrastinate on everything I had no time to return so I just gave those cards. It could have been totaly my fault.",Giftcard,2010-06-24,2,negative,disappointed checkout process not card clicked ikea card little disapointed couldnt cards offered cards not end world thought would got checkout screen showed denominations chose one may clear someone else buying amozon card rather ikea card but didnt notice got wrong cards procrastinate everything no time return gave cards could totaly fault,-0.334375,negative,-4.0,negative,negative
488,A10FJGRMOTJ35Y,B001GXRQW0,How can you go wrong with a gift card.  My son buys from Amazon often so I knew he'd appreciate it.,Giftcard,2010-06-16,5,positive,go wrong gift card son buys often knew hed appreciate,-0.5,negative,2.0,positive,negative
489,A3NZLK7TEO2E0X,B001GXRQW0,Buying a Amazon gift card is convenient.  Wide range of gifts to choose from.  Especially the used products at lower prices.,Giftcard,2010-06-12,5,positive,buying gift card convenient wide range gifts choose especially products lower prices,-0.05,negative,2.0,positive,negative
490,A1UHB3596NH2GQ,B001GXRQW0,Bought this for my husband for his birthday & it makes the perfect gift for that hard-to-shop-for-person!!,Giftcard,2010-06-10,5,positive,bought husband birthday makes perfect gift hardtoshopforperson,1.0,positive,5.0,positive,positive
491,AAZYDX29UPBDF,B001GXRQW0,"Do not bother with Amazon products. The process is horrible when the website is not working quite right. It will give the appearance of working, but doesn't! Do find another gift to give: avoid Amazon! Website (most of yesterday) gave the appearance of working but would not accept data. Purchase took 6 hours!! My time was totally wasted. Worse, when I tried to call Amazon (you know how you can never find their phone number??), I ended up calling somebody else who pretended to be Amazon!!! Thank god I never gave my credit card number!! This is another downside in dealing with Amazon. Beware!",Giftcard,2010-06-09,1,negative,not bother products process horrible website not working quite right give appearance working but doesnt find another gift give avoid website yesterday gave appearance working but would not accept data purchase took hours time totally wasted worse tried call know never find phone number ended calling somebody else pretended thank god never gave credit card number another downside dealing beware,-0.3285714285714286,negative,-10.0,negative,negative
492,A23846PVDZS45I,B001GXRQW0,"It arrived on time, great for gift to someone who is a frequent shopper of amazon.com.",Giftcard,2010-06-08,5,positive,time great gift someone frequent shopper amazoncom,0.45,positive,5.0,positive,positive
493,A2YUTOHYM9SUUX,B001GXRQW0,"The item was I ordered, But it came in a BOX!!!! talk about a waste of a tree and money to ship it- it was just a gift card and should've been mailed in envelope- not a BOX!!!",Giftcard,2010-06-01,5,positive,item ordered but came talk waste tree money ship gift card shouldve mailed envelope not,-0.2,negative,1.0,positive,negative
494,A125P7RDN38IPX,B001GXRQW0,now that me mom has a kindle an amazon gift card is the perfect gift... yay amazon...,Giftcard,2010-05-31,5,positive,mom kindle gift card perfect gift yay,1.0,positive,7.0,positive,positive
495,A3MZMZXHKSDFKG,B001GXRQW0,The gift card arrived in a timely manner and I really liked the envelope it came in.,Giftcard,2010-05-24,5,positive,gift card timely manner really liked envelope came,0.6,positive,4.0,positive,positive
496,A3DRSC40DBV8KB,B001GXRQW0,Knowing my grandson had received a Kindle made the Amazon gift card a natural gift.,Giftcard,2010-05-20,4,positive,knowing grandson received kindle made gift card natural gift,0.1,positive,5.0,positive,positive
497,A2RP4EG1VJVY1V,B001GXRQW0,The gift card was sent quickly and it's one gift I know will be put to good use.,Giftcard,2010-05-17,5,positive,gift card sent quickly one gift know put good,0.5166666666666666,positive,7.0,positive,positive
